title;film_id;type;id_rating;director;cast;country;date_added;release_year;duration;id_listed_in;marks
We Are Legends;s3787;Movie;4;Daniel Yee Heng Chan;Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li;Hong Kong;June 1, 2019;2019;109 min;390;4
Bad Blood;s3788;TV Show;2;;Anthony LaPaglia, Kim Coates, Enrico Colantoni, Paul Sorvino, Maxim Roy, Brett Donahue, Michelle Mylett, Claudia Ferri, Tony Nappo;Canada;May 31, 2019;2019;2 Seasons;192;0
Chopsticks;s3789;Movie;2;Sachin Yardi;Abhay Deol, Mithila Palkar, Vijay Raaz;India;May 31, 2019;2019;101 min;70;0
Killer Ratings;s3790;TV Show;2;;;;May 31, 2019;2019;1 Season;11;0
Mere Pyare Prime Minister;s3791;Movie;2;Rakeysh Omprakash Mehra;Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe;India;May 31, 2019;2019;103 min;12;3
Pegasus;s3792;Movie;2;Han Han;Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang;China;May 31, 2019;2019;98 min;50;4
When They See Us;s3793;TV Show;2;;Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome, Marquis Rodriguez, Jovan Adepo, Chris Chalk, Justin Cunningham, Freddy Miyares, Michael Kenneth Williams, Marsha Stephanie Blake, Kylie Bunbury, Aunjanue Ellis, Vera Farmiga, Felicity Huffman, John Leguizamo, Niecy Nash;United States;May 31, 2019;2019;1 Season;192;2
Svaha: The Sixth Finger;s3794;Movie;2;Jang Jae-hyun;Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka;South Korea;May 30, 2019;2019;123 min;54;3
Historical Roasts;s3795;TV Show;2;;Jeff Ross, Bob Saget, James Adomian, Rachel Feinstein, Jerry Minor, Ayden Mayeri, Jaleel White, Natasha Leggero, Yamaneika Saunders, John Stamos, Nikki Glaser, Seth Green, Fortune Feimster, Jon Lovitz, Mindy Rickles, Gilbert Gottfried, Sasheer Zamata, Brandon T. Jackson, Ryan Phillippe, Ken Marino, Bridget Everett, John Gemberling, Leonardo Nam, Josh Homme;United States;May 27, 2019;2019;1 Season;148;3
After Maria;s3796;Movie;5;Nadia Hallgren;;United States;May 24, 2019;2019;38 min;1;3
Hyper HardBoiled Gourmet Report;s3797;TV Show;2;;Kazutoyo Koyabu;;May 24, 2019;2017;1 Season;45;4
Joy;s3798;Movie;2;Sudabeh Mortezai;Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme;Austria;May 24, 2019;2019;101 min;8;4
Rim of the World;s3799;Movie;4;McG;Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero;United States;May 24, 2019;2019;99 min;391;2
She's Gotta Have It;s3800;TV Show;2;;DeWanda Wise, Cleo Anthony, Lyriq Bent, Anthony Ramos, Chyna Layne, Margot Bingham, Ilfanesh Hadera, Elvis Nolasco, De'Adre Aziza;United States;May 24, 2019;2018;2 Seasons;205;1
The Perfection;s3801;Movie;2;Richard Shepard;Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy;United States;May 24, 2019;2019;91 min;392;5
WHAT / IF;s3802;TV Show;2;;Renée Zellweger, Jane Levy, Blake Jenner, Keith Powers, Samantha Marie Ware, Juan Castano, Dave Annable, Saamer Usmani, Daniella Pineda, John Clarence Stewart, Louis Herthum;United States;May 24, 2019;2019;1 Season;234;2
The Lonely Island Presents: The Unauthorized Bash Brothers Experience;s3803;Movie;2;Mike Diva, Akiva Schaffer;Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim;;May 23, 2019;2019;30 min;393;5
A Tale of Two Kitchens;s3804;Movie;5;Trisha Ziff;;United States, Mexico;May 22, 2019;2019;30 min;16;1
The Man Who Feels No Pain;s3805;Movie;4;Vasan Bala;Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora;India;May 22, 2019;2018;137 min;95;4
Wanda Sykes: Not Normal;s3806;Movie;2;Linda Mendoza;Wanda Sykes;United States;May 21, 2019;2019;66 min;120;3
Prince of Peoria;s3807;TV Show;9;;Gavin Lewis, Theodore Barnes, Shelby Simmons, Cynthia Kaye McWilliams;United States;May 20, 2019;2019;2 Seasons;33;4
Rosario Tijeras;s3808;TV Show;2;;Bárbara de Regil, José María de Tavira, Antonio Gaona, Hernán Mendoza, Vanessa Bauche, Christian Vasquez, José Sefami, Ariel López Padilla;Mexico;May 20, 2019;2018;2 Seasons;65;2
1994;s3809;TV Show;2;Diego Enrique Osorno;;Mexico;May 17, 2019;2019;1 Season;11;4
Born in Gaza;s3810;Movie;4;Hernán Zin;;Spain;May 17, 2019;2014;70 min;16;3
Born in Syria;s3811;Movie;4;Hernán Zin;;Denmark, Spain;May 17, 2019;2016;87 min;16;2
Dying to Tell;s3812;Movie;2;Hernán Zin;;Spain;May 17, 2019;2018;88 min;16;2
It's Bruno!;s3813;TV Show;2;;"Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete, Adriane Lenox, Donnell Rawlings, Eden Marryshow, Sam Eliad, Devale Ellis, J. Ray Acosta";United States;May 17, 2019;2019;1 Season;27;3
Maria;s3814;Movie;2;Pedring A. Lopez;Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb;Philippines;May 17, 2019;2019;90 min;82;1
ReMastered: The Lion's Share;s3815;Movie;4;Sam Cullman;;;May 17, 2019;2019;84 min;59;0
Saverio Raimondo: Il Satiro Parlante;s3816;Movie;2;Francesco Imperato;Saverio Raimondo;Italy;May 17, 2019;2019;53 min;120;4
See You Yesterday;s3817;Movie;2;Stefon Bristol;Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor;United States;May 17, 2019;2019;87 min;380;4
White Gold;s3818;TV Show;2;;Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross;United Kingdom;May 17, 2019;2019;2 Seasons;28;5
Good Sam;s3819;Movie;5;Kate Melville;Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous;United States;May 16, 2019;2019;90 min;63;1
Jonaki;s3820;Movie;2;Aditya Vikram Sengupta;Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel;India;May 16, 2019;2018;96 min;8;1
PATRICK (2019);s3821;Movie;5;Mandie Fletcher;Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders;United Kingdom;May 16, 2019;2019;94 min;13;4
Dennis and Gnasher Unleashed;s3822;TV Show;6;;Freddie Fox, Kathryn Drysdale, Rasmus Hardiker, Joanna Ruiz, Ryan Sampson, Kelly Marie Stewart;United Kingdom;May 15, 2019;2017;1 Season;279;1
Hamid;s3823;Movie;2;Aijaz Khan;Talha Arshad Reshi, Rasika Dugal, Vikas Kumar, Sumit Kaul, Bashir Lone, Gurveer Singh, Ashraf Nagoo, Mir Sarvar;India;May 15, 2019;2018;108 min;8;5
Heidi, bienvenida a casa;s3824;TV Show;6;;Chiara Francia, Mercedes Lambre, Victorio D'Alessandro, Mario Guerci, Florencia Benítez, Victoria Ramos;Argentina;May 15, 2019;2017;1 Season;376;0
I Hear You;s3825;TV Show;4;;Riley Wang, Zhao Lusi, Zhang Jiongmin, Gratitude Dai, Yuan Hao;;May 15, 2019;2019;1 Season;122;3
Backdraft 2;s3826;Movie;8;Gonzalo López-Gallego;Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri;United States;May 14, 2019;2019;102 min;34;4
Revisions;s3827;TV Show;4;;Koki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki, Rie Takahashi, Manaka Iwami, Soma Saito;Japan;May 14, 2019;2018;1 Season;49;5
Still LAUGH-IN: The Stars Celebrate;s3828;Movie;2;;Lily Tomlin, Tiffany Haddish, Neil Patrick Harris, Michael Douglas, Snoop Dogg, Billy Crystal, Chelsea Handler, Jay Leno, Rita Wilson, Bill Maher, Tony Hale, Rita Moreno, Bobby Moynihan, Michael Rapaport, Mary McCormack, Rob Riggle, Jon Lovitz, Kenya Barris, Ruth Buzzi, Jo Anne Worley, Loni Anderson, Maria Bamford, Margaret Cho, Deon Cole, Taye Diggs, Ron Funches, Nikki Glaser, Jameela Jamil, Natasha Leggero, Loni Love, Cheri Oteri, Russell Peters, Jeff Ross, Lisa Ann Walter;United States;May 14, 2019;2019;61 min;25;5
Weed the People;s3829;Movie;2;Abby Epstein;;United States;May 14, 2019;2018;94 min;1;0
Malibu Rescue;s3830;Movie;9;Savage Steve Holland;Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham;United States;May 13, 2019;2019;70 min;13;4
Merata: How Mum Decolonised the Screen;s3831;Movie;4;Hepi Mita;Hepi Mita;New Zealand;May 12, 2019;2018;88 min;1;2
The Defected;s3832;TV Show;4;;Kara Hui, Philip Keung, Benjamin Yuen, Sisley Choi, Hui Shiu Hung, Ben Wong, Joman Chiang;China, Hong Kong;May 12, 2019;2019;1 Season;97;2
Dry Martina;s3833;Movie;2;Che Sandoval;Antonella Costa, Patricio Contreras, Geraldine Neary, Pedro Campos, Álvaro Espinosa;Chile, Argentina;May 11, 2019;2018;100 min;8;4
Shéhérazade;s3834;Movie;2;Jean-Bernard Marlin;Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer;France;May 11, 2019;2019;111 min;8;2
The Great Magician;s3835;Movie;4;Yee Tung-Shing;Tony Leung Chiu Wai, Lau Ching Wan, Zhou Xun, Wu Gang, Ni Yan, Paul Chun, Kenya Sawada, Lam Suet;Hong Kong, China;May 11, 2019;2011;128 min;52;3
Easy;s3836;TV Show;2;;Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor;United States;May 10, 2019;2019;3 Seasons;15;2
In Family I Trust;s3837;Movie;2;Patricia Font;Clara Lago, Álex García, Carmen Maura, Alexandra Jiménez, Paula Malia, Fernando Guallar, Carlos Cuevas;Spain;May 10, 2019;2018;98 min;50;5
Jailbirds;s3838;TV Show;2;;;;May 10, 2019;2019;1 Season;4;4
The Mechanism;s3839;TV Show;2;;Selton Mello, Caroline Abras, Enrique Diaz, Antonio Saboia, Lee Taylor, Otto Jr., Leonardo Medeiros, Osvaldo Mil, Jonathan Haagensen, Giulio Lopes, Susana Ribeiro;Brazil;May 10, 2019;2019;2 Seasons;97;1
The Princess Weiyoung;s3840;TV Show;4;;Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee;China;May 10, 2019;2016;1 Season;122;0
The Society;s3841;TV Show;2;;Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, José Julián, Alex MacNicoll, Toby Wallace, Rachel Keller;United States;May 10, 2019;2019;1 Season;134;2
Wine Country;s3842;Movie;8;Amy Poehler;Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman;United States;May 10, 2019;2019;104 min;25;2
Gatao 2: Rise of the King;s3843;Movie;2;Yen Cheng-kuo;Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun;Taiwan;May 9, 2019;2018;126 min;32;3
Away From Home;s3844;TV Show;5;;Li Yongzhen, Zhuang Kebi, Zhang Shunyuan, Wang Wei, Wen Shaoping, Liu Shumin, Lu Huiting, Ye Chengcheng, Chen Yuqi;;May 8, 2019;2015;1 Season;41;1
Bibik-Bibikku;s3845;TV Show;5;;Ungku Ismail, Fasha Sandha, Bell Ngasri, Wan Sharmila;;May 8, 2019;2016;1 Season;93;2
Cinta 100KG;s3846;TV Show;4;;Sherry Alhadad, Sharifah Amani, Fezrul Khan, Ungku Hariz, Ruzana Ibrahim, Zain Saidan, Cristina Suzanne, Safia Hanifah;;May 8, 2019;2016;1 Season;122;0
Cinta Iris;s3847;TV Show;5;;Raja Ilya, Nazim Othman, Zain Hamid, Ungku Ismail, Tunku Hanis;;May 8, 2019;2015;1 Season;122;2
Cinta Si Wedding Planner;s3848;TV Show;4;;Mira Filzah, Ady Putra, Fadlan Hazim, Shima Anuar, Nazeera Sardi, Dian P. Ramlee, Wan Sharmila, Rosnah Johari, Idris Md Diah;;May 8, 2019;2015;1 Season;122;3
Cinta Teruna Kimchi;s3849;TV Show;5;;Nazim Othman, Johan As'ari, Nur Risteena, Niena Baharun;;May 8, 2019;2016;1 Season;41;4
Secret of Success;s3850;TV Show;4;;Jack Tan, Rain Shuaiyu, Rickman Chia, Orange Tan, Bernard Shen Jun, Kopi Lim Guo Wei, Dennis Gan;;May 8, 2019;2015;1 Season;5;3
The Missing Menu;s3851;TV Show;5;;Frederick Lee, Jojo Goh, Karena Teo, Jeffrey Cheng, Janelle Chin;;May 8, 2019;2016;1 Season;41;4
Unchained Fate;s3852;TV Show;4;;Lenna Lim, Jack Tan, Rickman Chia, Rabbit Chen, Kopi Lim Guo Wei, Agnes Wang, Allan Toh, Mandy Chen, Tan Hau Yen;;May 8, 2019;2016;1 Season;42;4
Abyss;s3853;TV Show;4;;Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon, Han So-hee, Kwon Soo-hyun, Kim Sa-rang, Ahn Se-ha, Yun Yoo-sun;South Korea;May 7, 2019;2019;1 Season;235;5
I Have a Script;s3854;TV Show;4;;Souad Abdullah, Shujoon, Fatima Al Safi;;May 7, 2019;2019;1 Season;106;1
In the Bosom of a Thorn;s3855;TV Show;4;;Elham Al Fadalah, Ibrahim Al-Harbi, Khaled Al-Buraiki, Layla Abdullah, Noor Alghandour, Abeer Ahmad;Kuwait;May 7, 2019;2019;1 Season;41;4
The Writer;s3856;TV Show;4;;Bassel Khayyat, Daniella Rahme, Nada Abou Farhat, Nicolas Daniel, Gabriel Yammine;Lebanon;May 7, 2019;2019;1 Season;97;4
What If?;s3857;TV Show;4;;Monther Rayahnah, Khaled Ameen, Aseel Omran, Rawan Mahdi, Ali Al-Husseini, Abdullah Al-Turkumani;;May 7, 2019;2019;1 Season;41;1
Last Breath;s3858;Movie;2;Alex Parkinson, Richard da Costa;;United Kingdom, Belgium, Sweden;May 6, 2019;2019;86 min;16;1
The Wandering Earth;s3859;Movie;2;Frant Gwo;Jing Wu, Chuxiao Qu, Jinmai Zhao, Li Guangjie, Ng Man-Tat, Mike Kai Sui, Qu Jingjing, Yichi Zhang, Yang Haoyu, Arkady Sharogradsky, Hongchen Li, Lei Jiayin, Yi Yang, Zhigang Jiang, Huan Zhang;China;May 6, 2019;2019;125 min;336;3
All In My Family;s3860;Movie;4;Hao Wu;;United States;May 3, 2019;2019;40 min;90;1
Crime Diaries: Night Out;s3861;TV Show;2;Felipe Cano;Sebastián Osorio, Fabiana Medina, Laura Osma, Enrique Carriazo, Julián Román, Juliana Velásquez, Juan Pablo Urrego, Carlos Vergara, Ernesto Campos, Fabio Rubiano, Ernesto Benjumea, Jairo Camargo, Marcela Agudelo;Mexico;May 3, 2019;2019;1 Season;65;4
Cupcake & Dino - General Services;s3862;TV Show;7;;Justin Collette, Mark Little, Kyle Dooley, Mark Forward, Joris Jarksy, Julie Lemieux, Kayla Lorette, Julie Sype;Canada, Brazil;May 3, 2019;2019;2 Seasons;33;1
Despite Everything;s3863;Movie;2;Gabriela Tagliavini;Blanca Suárez, Macarena García, Amaia Salamanca, Belén Cuesta, Maxi Iglesias, Juan Diego, Joaquín Climent, Carlos Bardem, Emilio Gutiérrez Caba, Tito Valverde, Teresa Rabal, Rossy de Palma, Marisa Paredes;Spain;May 3, 2019;2019;79 min;22;2
Extremely Wicked, Shockingly Evil and Vile;s3864;Movie;8;Joe Berlinger;Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty;United States;May 3, 2019;2019;110 min;94;4
Flinch;s3865;TV Show;5;;Desiree Burch, Lloyd Griffith, Seann Walsh;United Kingdom;May 3, 2019;2019;1 Season;44;2
Jo Pil-ho: The Dawning Rage;s3866;Movie;2;Lee Jeong-beom;Lee Sun-kyun, Jeon So-nee, Park Hae-joon, Song Young-chang, Park Byung-eun, Lim Hyung-kuk, Kim Min-jae, Kwon Han-sol, Nam Mun-cheol, Lim Cheol-su;South Korea;May 3, 2019;2018;128 min;31;1
The Last Summer;s3867;Movie;4;William Bindley;K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall;United States;May 3, 2019;2019;110 min;68;2
Tuca & Bertie;s3868;TV Show;2;;Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Richard E. Grant, Reggie Watts;United States;May 3, 2019;2019;1 Season;27;2
Laatu;s3869;Movie;5;Manav Shah;Gagan Kokri, Aditi Sharma, Karamjit Anmol, Sardar Sohi, Anita Devgan, Ashish Duggal, Nisha Bano, Harby Sangha, Rahul Jungral, Prakash Gadhu;India;May 2, 2019;2018;116 min;50;5
Olympus Has Fallen;s3870;Movie;8;Antoine Fuqua;Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster;United States;May 2, 2019;2013;119 min;39;4
Code Geass: Lelouch of the Rebellion;s3871;TV Show;2;;Jun Fukuyama, Takahiro Sakurai, Yukana, Ami Koshimizu, Kaori Nazuka, Fumiko Orikasa, Sayaka Ohara, Noriaki Sugiyama, Takahiro Mizushima, Soichiro Hoshi, Yuko Goto;Japan;May 1, 2019;2008;2 Seasons;49;4
John & Yoko: Above Us Only Sky;s3872;Movie;2;Michael Epstein;John Lennon, Yoko Ono;United Kingdom;May 1, 2019;2018;90 min;59;4
Knock Down The House;s3873;Movie;3;Rachel Lears;Alexandria Ocasio-Cortez;United States;May 1, 2019;2019;88 min;1;1
Munafik 2;s3874;Movie;2;Syamsul Yusof;Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali, Fizz Fairuz, Fauzi Nawawi, Mawi, Ku Faridah;Malaysia;May 1, 2019;2018;104 min;102;4
Sur Sapata;s3875;Movie;4;Mangesh Kanthale;Upendra Limaye, Govind Namdeo, Sanjay Jadhav, Anand Ingale, Bharat Ganeshpure, Praveen Tarde, Chinmay Patwardhan, Jivan Karlakar;India;May 1, 2019;2019;140 min;50;2
A Home with A View;s3876;Movie;2;Herman Yau;Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang;Hong Kong;April 30, 2019;2019;92 min;21;1
Angel 'N' Devil;s3877;TV Show;4;;Simon Lian, Teddy Chen, Sylvia Wang, Cosmos Lin, Ting Liu, Lucia Chen, Allie Ji, Sunnee Yang, Na Wei-hsun;Taiwan;April 30, 2019;2014;1 Season;74;3
Anthony Jeselnik: Fire in the Maternity Ward;s3878;Movie;2;Marcus Raboy;Anthony Jeselnik;United States;April 30, 2019;2019;64 min;120;2
Hong Kong West Side Stories;s3879;TV Show;2;;Louis Cheung, Myolie Wu, Justin Cheung, Brian Chan, Raymond Chiu, Fish Liew, Lee Sheung Ching, Kaki Sham, Gregory Wong, Thor Lok;Hong Kong;April 30, 2019;2018;1 Season;106;4
Ingress: The Animation;s3880;TV Show;2;;Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama, Tarusuke Shingaki, Kohsuke Toriumi, Kentaro Tone, Hiroo Sasaki, Megumi Ogata;Japan;April 30, 2019;2018;1 Season;188;3
K.O. One Re-act;s3881;TV Show;4;;Jiro Wang, Pets Tseng, Sam Lin, Sylvia Wang, Wes Lo, Wayne Huang, Xu Ming-jie, Ba Yu, Emily Tsai, Chen Bo-zheng, Nylon Chen, Na Wei-hsun;;April 30, 2019;2013;1 Season;106;4
K.O.3an Guo;s3882;TV Show;4;;George Hu, Chen De-xiu, Bo Yan, Lorene Ren, Tsai Yi-chen, Benjamin H. Wang, Wes Lo, Shao Xiang, Pets Tseng, Nylon Chen, Wu Xiong;Taiwan;April 30, 2019;2009;1 Season;367;3
KO One Return;s3883;TV Show;2;;Jiro Wang, Pets Tseng, Sam Lin, Xu Ming-jie, Sylvia Wang, Monkey Shao, Zhang Hao Ming, Na Wei-hsun;;April 30, 2019;2012;1 Season;106;3
The Outsiders;s3884;TV Show;2;;Dylan Kuo, Ady An, Lan Cheng-Lung, Michael Chang, Joelle Lu;Taiwan;April 30, 2019;2004;1 Season;156;3
Ash vs. Evil Dead;s3885;TV Show;2;;Bruce Campbell, Lucy Lawless, Ray Santiago, Dana DeLorenzo, Jill Marie Jones;United States;April 29, 2019;2018;3 Seasons;374;4
Teen Aur Aadha;s3886;Movie;2;Dar Gai;Zoya Hussain, Suhasini Mulay, Jim Sarbh, Aarya Dave, Anjum Rajabali, M.K. Raina;India;April 29, 2019;2018;119 min;8;1
Señora Acero;s3887;TV Show;2;;Blanca Soto, Litzy, Damián Alcázar, Marco Pérez, Jorge Zárate, Rossana San Juan, Andrés Palacios, Rebecca Jones, Lincoln Palomeque;Mexico, United States;April 28, 2019;2018;5 Seasons;65;0
Chambers;s3888;TV Show;2;;Sivan Alyra Rose, Uma Thurman, Tony Goldwyn, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson, Griffin Powell-Arcand, Lilli Kay, Sarah Mezzanotte, Lilliya Scarlett Reid;United States;April 26, 2019;2019;1 Season;394;1
Loving is Losing;s3889;Movie;2;Fernando Ayllón;Ricardo Quevedo, Liss Pereira, Iván Marín, Lorna Cepeda, Carolina Sarmiento, Linda Baldrich, Joavany Álvarez, María Cecilia Botero, Rocío Tavera, Bruno Díaz;Colombia;April 26, 2019;2019;91 min;22;5
Money Trap;s3890;Movie;2;Yılmaz Erdoğan;Yılmaz Erdoğan, Kıvanç Tatlıtuğ, Ezgi Mola, Bensu Soral, Rıza Kocaoğlu, Okan Çabalar, Güven Kıraç, Ahmet Mümtaz Taylan;Turkey;April 26, 2019;2019;122 min;50;2
Njan Prakashan;s3891;Movie;5;Sathyan Anthikad;Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha;India;April 26, 2019;2018;125 min;50;3
ReMastered: Devil at the Crossroads;s3892;Movie;4;Brian Oakes;;United States;April 26, 2019;2019;49 min;59;2
Street Food;s3893;TV Show;5;;;United States;April 26, 2019;2019;1 Season;92;2
The Hateful Eight: Extended Version;s3894;TV Show;8;Quentin Tarantino;Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks;;April 25, 2019;2015;1 Season;81;3
A Fortunate Man;s3895;Movie;2;Bille August;Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus;Denmark;April 20, 2019;2018;168 min;12;2
Grass Is Greener;s3896;Movie;2;Fab Five Freddie;;;April 20, 2019;2019;98 min;59;1
Brené Brown: The Call to Courage;s3897;Movie;4;Sandra Restrepo;Brené Brown;;April 19, 2019;2019;77 min;1;5
KO One;s3898;TV Show;2;;Aaron Yan, Jiro Wang, Calvin Ka-Sing Chen, Danson Tang, Tsai Yi-chen, Alien Huang;Taiwan;April 19, 2019;2005;1 Season;74;2
Lunatics;s3899;TV Show;2;;Chris Lilley;Australia;April 19, 2019;2019;1 Season;93;3
Music Teacher;s3900;Movie;4;Sarthak Dasgupta;Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar;India;April 19, 2019;2019;102 min;8;4
My Dear Boy;s3901;TV Show;2;;Ruby Lin, Derek Chang, Lee Lee-zen, Archie Kao, Yen Yi-wen, Chu Chung-heng, Aaron Chen, Greg Han, Wen Chen-ling, Zhang Guang-chen;Taiwan;April 19, 2019;2017;1 Season;368;0
Rilakkuma and Kaoru;s3902;TV Show;5;;Mikako Tabe, Soki Matsumoto, Takayuki Yamada, Mai Kanazawa, Shigeru Sugimoto, Issei Takubo, Kanako Nishiyama, Yuzuha Kobayashi, Masako Matsuno, Kana Odaira, Hitoshi Honma, Ayano Kinashi;Japan, United States;April 19, 2019;2019;1 Season;49;4
Samantha!;s3903;TV Show;2;;Emmanuelle Araújo, Douglas Silva, Sabrina Nonata, Cauã Gonçalves, Daniel Furlan, Alice Braga, Alessandra Negrini, Lorena Comparato, Rodrigo Pandolfo, Luciana Vendramini, Maria Eduarda, Sidney Alexandre, Enzo Ovideo, Mauricio Xavier, Paulo Tiefenthaler, Ary França;Brazil;April 19, 2019;2019;2 Seasons;93;0
Someone Great;s3904;Movie;8;Jennifer Kaytin Robinson;Gina Rodriguez, Brittany Snow, DeWanda Wise, Lakeith Stanfield, RuPaul Charles, Peter Vack, Alex Moffat, Rosario Dawson, Rebecca Naomi Jones, Jaboukie Young-White, Michelle Buteau, Questlove;United States;April 19, 2019;2019;92 min;68;3
The Ruthless;s3905;Movie;2;Renato De Maria;Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta;Italy, France;April 19, 2019;2019;111 min;12;1
A Little Chaos;s3906;Movie;8;Alan Rickman;Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Steven Waddington, Jennifer Ehle, Rupert Penry-Jones, Paula Paul, Danny Webb, Phyllida Law;United Kingdom;April 17, 2019;2014;113 min;8;4
Franco Escamilla: Bienvenido al mundo;s3907;Movie;2;Ulises Valencia;Franco Escamilla;Mexico;April 17, 2019;2019;54 min;120;1
HOMECOMING: A film by Beyoncé;s3908;Movie;2;Beyoncé Knowles-Carter;Beyoncé Knowles-Carter;;April 17, 2019;2019;138 min;59;2
